ID,Title,url,images,Type,Period,Materials,Measurements,Artist,Description,Illusion,Credit Line
2005.5.110,Embroidered Terracotta Silk Panel,https://search.museums.ualberta.ca/21-19332,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_110_re_s21-03v01.jpg,panel,Qing 19th century,silk; silk floss; silk satin; embroidery,overall: 180.7 cm x 272 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.3.16,Album Leaf from Insects,https://search.museums.ualberta.ca/21-20089,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_003_016_s21-03v01.jpg,album leaf,Qing 18th-19th centuries,ink; paper,sheet: 43.2 cm x 35.3 cm; image: 20.6 cm x 21.1 cm,unknown,A painting of four butterflies and one beetle.,,Gift of Sandy and Cécile Mactaggart
2005.5.319,Blue Silk Gauze Dragon Robe for a Man,https://search.museums.ualberta.ca/21-19541,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_319_op_s19-12v01.jpg,robe,Qing 20th century,blue silk gauze brocaded with metal-wrapped threads,overall: 139.5 cm x 217 cm; neck to hem: 139.5 cm; cuff to cuff: x 217 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.11.1,One Scroll from Peach Blossom Spring,https://search.museums.ualberta.ca/21-20448,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_011_001_s21-10v01.jpg,hanging scroll,Qing 18th century,ink and colour on silk,,Yuan Jiang,,,Gift of Sandy and Cécile Mactaggart
2005.5.421,Brown Silk Velvet and Gold Silk Brocade Fragmentary Hanging,https://search.museums.ualberta.ca/21-19643,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_421_re_m01_s20-02v01.jpg,hanging,Qing 19th century,gold wrapped silk thread; silk cut velvet; cotton,overall: 171.8 cm x 58.8 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.344,Embroidered Cream Silk Curtains with a Floral Motif,https://search.museums.ualberta.ca/21-19566,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_344_re_s21-03v01.jpg,curtain,Qing 19th century,silk; silk satin; embroidery,overall: 326 cm x 237.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.511,Embroidered Cream Silk Sleeve Bands,https://search.museums.ualberta.ca/21-19733,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_511_s19-12v01.jpg,sleeve band,Qing 19th century,gold wrapped silk thread; silk; silk brocade braid; silk damask; silk floss; silk satin; embroidery,overall: 67.1 cm x 35.4 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2010.16.1,Album of Landscape Paintings,https://search.museums.ualberta.ca/21-23197,https://media.museums.ualberta.ca/UAAC/ppt/2010/10_016_001_003s01v01.jpg,album,,ink and colour on paper,overall: 49 cm x 32 cm; sheet: 49 cm x 32 cm; image: 42 cm x 23 cm,Pan Gongshou,,,Purchased by Museums and Collections Services
2005.5.210,Embroidered Black Silk Vest for a Woman,https://search.museums.ualberta.ca/21-19432,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_210_op_s19-12v01.jpg,vest,Qing 19th century,black silk embroidered with silk and edged with pink silk satin brocade,overall: 125 cm x 90 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.486,Embroidered Yellow Silk Cushion Cover,https://search.museums.ualberta.ca/21-19708,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_486_re_s22-02v01.jpg,cushion cover,Modern 20th century,silk; silk floss; silk satin; embroidery,overall: 186 cm x 94 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.595,Front and Back Panels of a Rank Badge for a Fourth Rank Military Official,https://search.museums.ualberta.ca/21-19817,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_595_002_ve_s19-12v01.jpg,rank badge,Qing 19th century,silk and metal-wrapped thread embroidery with ink,,unknown,"Qing Period (1644-1911), Fourth Rank Military Official (Tiger)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",,Gift of Sandy and Cécile Mactaggart
2010.20.1.7.2,"Magnificent Record of the Southern Tours, volume 38, chapter 96",https://search.museums.ualberta.ca/21-23716,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_007_002_s20-02v01.jpg,book,,"printed woodblock, thread binding",overall: 29.8 cm x 20.5 cm,Gao Jin,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 38. Chapter 96. Mingsheng [Famous sights]. Woodblock printed, thread binding.",,Gift of Sandy and Cécile Mactaggart
2005.5.88.3,Embroidered Silk Fan Case,https://search.museums.ualberta.ca/21-20910,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_088_003_ve_s20-02v01.jpg,fan case,Qing 19th century,silk satin; silk floss; embroidery; cardboard; braided cord; woven ribbon; linen,overall: 61 cm x 5.2 cm x 1.8 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.231,Red Silk Tapestry Weave Peony and Lotus Flower Panel,https://search.museums.ualberta.ca/21-19453,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_231_ve_g03_s19-12v01.jpg,panel,Qing 17th-18th centuries,silk tapestry weave,overall: 18.3 cm x 185 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.448.5,Uncut Embroidered Yellow Silk Cushion Cover,https://search.museums.ualberta.ca/21-20973,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_448_005_ve_s20-02v01.jpg,cushion cover,Qing 19th century,gold wrapped silk thread; silk floss; silk satin; embroidery; paper,overall: 53.9 cm x 75.3 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.68.1.21,Print from the Qianlong Emperor’s Conquests,https://search.museums.ualberta.ca/21-19893,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_068_001_021_s21-03v01.jpg,print,Qing 18th century,silk; paper; ink,overall: 63.1 cm x 112.5 cm; image: 52.2 cm x 92.7 cm,unknown,"A printed calligraphic piece with two red seals, one square and one round.  This manuscript goes along with engraving .68.1.22. It is number 16, chronologically, in the set of 16 copperplate engravings.",,Gift of Sandy and Cécile Mactaggart
2005.5.517,Silk Brocade Yardage,https://search.museums.ualberta.ca/21-19739,https://media.museums.ualberta.ca/UAAC/full/2005/05_005_517s01v01.jpg,yardage,Qing 20th century,gold wrapped silk thread; silk brocade,overall: 72.7 cm x 408 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.175,Embroidered Apricot Silk Dragon Robe for the Heir Apparent,https://search.museums.ualberta.ca/21-19397,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_175_ve_s21-03v01.jpg,robe,Qing 19th century,orange silk twill embroidered with silk and metal-wrapped threads,overall: 130 cm x 180 cm; neck to hem: 130 cm; cuff to cuff: x 180 cm,unknown,"This apricot coloured silk dragon robe is embroidered with many auspicious symbols. Nine dragons appear in typical fashion - three on the front, three on the back, two on either shoulder, and one hidden under the outer flap. The narrow sleeve shape follows a typical Manchu imperial court robe with dark blue sleeve inserts and a horse hoof-shaped cuff. Embroidered collar facings and sleeve cuffs feature five-clawed dragons couched in gold metal-wrapped thread, clouds, bats, and auspicious wan symbols. Narrow, gold metal-wrapped thread brocade trim in a geometric pattern edges these borders.
Auspicious symbols can be seen throughout the robe, including the Buddhist eight treasures of lotus, parasol, wheel of the law, victory banner, conch, fish, endless knot, and vase. The hem of this robe has a typical rocks, waves, and standing water pattern. The wan symbol can be found throughout the robe background, which represents ""eternity"" or ""infinity"".",,Gift of Sandy and Cécile Mactaggart
2005.5.350.1,Gilt Metal Mirror from a Guard's Uniform,https://search.museums.ualberta.ca/21-20928,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_350_001_ve_s20-02v01.jpg,mirror,Qing 19th century,brass; silk; silver,overall: 16.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.187,Embroidered Blue Silk Jacket for a Woman,https://search.museums.ualberta.ca/21-19409,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_187_d01_s19-12v01.jpg,jacket,Qing 19th century,pale blue silk damask edged with blue and purple silk satin facings embroidered with silk and metal-wrapped threads,overall: 99.6 cm x 145.8 cm; neck to hem: 99.6 cm; cuff to cuff: x 145.8 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.68.1.13,Print from the Qianlong Emperor’s Conquests,https://search.museums.ualberta.ca/21-19885,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_068_001_013_s21-03v01.jpg,print,Qing 18th century,silk; paper; ink,overall: 63.1 cm x 112.4 cm; image: 52.3 cm x 93 cm,unknown,"A printed calligraphic piece with two square red seals.  This manuscript goes along with engraving .68.1.23. It is number 13, chronologically, in the set of 16 copperplate engravings.",,Gift of Sandy and Cécile Mactaggart
2004.19.72.9,Album Leaf from Figures in River Landscapes,https://search.museums.ualberta.ca/21-20443,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_072_009_s21-03v01.jpg,album leaf,Qing 18th century,ink and colour on paper,,Wang Gai,"This is the ninth leaf from the Figures in River Landscape album by Wang Gai (1677-1705), which is painted with ink and colour on paper. Each leaf contains a landscape, which was painted in situ by Wang Gai. Repeating themes throughout the album include figures immersed in the natural environment, which reflects the literati’s yearning and nostalgia.
In this scene, a man stands on a shore at the bottom of a tall cliff, with his hands folded behind his back, observing the surrounding trees and distant blue mountains. The mountains, the trees shedding leaves and the colours in the painting reveal that the fall season is approaching.",,Gift of Sandy and Cécile Mactaggart
2005.5.533,Two Embroidered Silk Fragmentary Panels,https://search.museums.ualberta.ca/21-19755,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_072_009_s21-03v01.jpg,panel,Qing 19th century,gold wrapped silk thread; silk; silk brocade; silk floss; embroidery,,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.169,Embroidered Blue Silk Vest for a Straits Chinese Child,https://search.museums.ualberta.ca/21-19391,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_169_ve_s23-03v01.jpg,vest,Qing 19th century,"pale blue-green silk satin embroidered with silk and metal-wrapped threads, edged with embroidered yellow silk satin",,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.590.1,Front Panel of a Rank Badge,https://search.museums.ualberta.ca/21-20736,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_590_001_ve_s19-12v01.jpg,rank badge,Qing 19th-20th centuries,silk; silk satin; embroidery; paper,overall: 27.8 cm x 29.6 cm,unknown,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. This badge is considered incomplete, as there is no bird or beast in the design. Surrounding the central blank space are clouds set against a dark background, with a scholar’s rock and wave-like pattern at the bottom.",,Gift of Sandy and Cécile Mactaggart
2005.5.559.1,Front Panel of a Rank Badge for a Fourth Rank Military Official,https://search.museums.ualberta.ca/21-20642,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_559_001_ve_s19-12v01.jpg,rank badge,Qing 19th-20th centuries,gold wrapped silk thread; silk; silk satin; silver wrapped silk thread; embroidery,,unknown,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. This pair of rank badges features a tiger embroidered in metal-wrapped threads, which represents a fourth rank military official. The tiger is identified by its black stripes and a wan symbol on its forehead, indicating the tiger is a king. 
The front badge is made into two separate panels to accommodate the front opening of a surcoat, while the back badge is made in one piece. The patterns on the front and back badges are identical. The embroidery on this badge is rendered entirely in metal-wrapped threads of varying hues, all expertly couched in place with silk floss. The border contains bats and shou characters, which all act as lucky symbols for the wearer. The tiger is positioned in the middle of the badge, above rocks and standing water waves and surrounded by a sky filled with clouds and lotus flowers. The position of the sun on the right side of the badge indicates that the wearer was a woman, likely the spouse of a military official. The tiger is appliquéd onto the badge background so that it may be easily replaced with other beasts as the military official moves up through the ranks.",,Gift of Sandy and Cécile Mactaggart
2005.5.140.3,Silk Tapestry Weave Chair Cover,https://search.museums.ualberta.ca/21-20877,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_140_003_m01_s22-02v01.jpg,chair cover,Qing 20th century,cotton; gold wrapped silk thread; peacock feathers; silk; silk twist; tapestry weave; ink,overall: 180 cm x 53.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.477,Blue Silk Gauze Jacket,https://search.museums.ualberta.ca/21-19699,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_477_d01_s19-12v01.jpg,jacket,Qing 19th century,dark blue figured silk gauze,overall: 112 cm x 144 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.38.13,Album Leaf from Album of Figures,https://search.museums.ualberta.ca/21-20412,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_038_013_s21-10v01.jpg,album leaf,Qing 19th century,ink and colour on paper,,Ren Yi,"The painting is associated with the poem (2004.19.38.12). It presents a serene scene featuring two figures—a man and a young attendant —sitting on a rock beside a bamboo grove. The man is reading a book held in his hands. His hair is styled in a topknot, giving him a scholarly appearance. The attendant, positioned behind him and slightly to the side, rests his head on his folded arms.
The bamboo grove occupies the left side of the composition, with tall and straight stalks. The background remains minimal, with subtle ink washes creating the impression of a misty, tranquil atmosphere.
The inscription on the left reads, “Ren Yi, also known as Ren Bonian from Shanyin [山陰仁頤伯年],” and the red seal belongs to Ren Yi.",,Gift of Sandy and Cécile Mactaggart
2010.21.7,Black Cut Velvet Panel,https://search.museums.ualberta.ca/21-23813,https://media.museums.ualberta.ca/UAAC/fullres/2010/2010_021_007_re_s21-03v01.jpg,panel,Qing 19th century,Dyed silk and metal-wrapped threads brocade cut velvet with lining,overall: 238 cm x 182.5 cm x .3 cm,unknown,"Black cut velvet panel with a large polychrome five-clawed dragon in the center surrounded by clouds and flaming pearls above crashing waves, rocks and auspicious emblems mounted as a hanging with modern Japanese silk brocade borders.",,Gift of Sandy and Cécile Mactaggart
2004.19.1.1.47,Album Leaf from Illustrations of Costumes from the Qianlong Court,https://search.museums.ualberta.ca/21-20256,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_047_ve_s21-03v01.jpg,album leaf,Qing 18th century,ink; silk; paper,sheet: 42.2 cm x 40.8 cm; image: 27.9 cm x 24.4 cm,unknown,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the right leaf of one folio (attached to 2004.19.1.46) depicting the front of a vest. The Chinese script describes the pictorial content of the painting and is translated as ""illustration of Court vest chaogua, the second style, for the Empress Dowager and Empress."" This painting is nearly identical to another leaf found in the album, 2004.19.1.1.45.","皇太后 皇后朝褂二圖 Translation of the Chinese text: ""Illustration of Court vest chaogua, the second style, for the Empress Dowager and Empress.""
On the reverse of the piece ""(21)"" is handwritten in pencil on… 

													皇太后 皇后朝褂二圖 Translation of the Chinese text: ""Illustration of Court vest chaogua, the second style, for the Empress Dowager and Empress.""
On the reverse of the piece ""(21)"" is handwritten in pencil on the upper left corner.  Below the pencil number there are two black ink markings. 
Read More +",Gift of Sandy and Cécile Mactaggart
2004.19.3.7,Album Leaf from Insects,https://search.museums.ualberta.ca/21-20080,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_003_007_s21-03v01.jpg,album leaf,Qing 18th-19th centuries,ink; paper,sheet: 43.1 cm x 35.3 cm; image: 32.4 cm x 21.6 cm,unknown,"A highly detailed painting of a pink peony blossom on a branch with a butterfly nearby. This album leaf is from an album painted by Chinese artists for Western export. The Insect album showcases flowers and insects from China, which were interesting to Western collectors in the Qing Dynasty (1644-1911).",,Gift of Sandy and Cécile Mactaggart
2004.19.72.2,Album Leaf from Figures in River Landscapes,https://search.museums.ualberta.ca/21-20436,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_072_002_s21-03v01.jpg,album leaf,Qing 18th century,ink and colour on paper,,Wang Gai,"This is the second leaf from the Figures in River Landscape album by Wang Gai (1677-1705), which is painted with ink and colour on paper. Each leaf contains a landscape, which was painted in situ by Wang Gai. Repeating themes throughout the album include figures immersed in the natural environment, which reflects the literati’s yearning and nostalgia.
This scene contains a scene of solitude within an all-encompassing landscape, in which a scholar and his attendant can be seen conversing in a cottage on the bank of a river. The two cottages, which are on stilts, are surrounded by the river, the mountains and a few pine trees. The foliage in the foreground is much darker and sharper than the landscape in the distance, which creates distance and also a misty dream-like atmosphere. The mountains in the far distance are painted with a wash of light blue paint, which adds to the peaceful scene.",,Gift of Sandy and Cécile Mactaggart
2004.19.29.1,Monk Meditating in Woods,https://search.museums.ualberta.ca/21-20524,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_029_001_rolled_s22-02v01.jpg,handscroll,Ming 16th century,ink and colour on paper,sheet: 30.7 cm x 1197.6 cm; image: 27.5 cm x 133 cm,Qian Gu,"This handscroll painting by Qian Gu (1508 - unknown) depicts a forest landscape with a monk meditating in the center under an arch. The monk is wearing a typical brown Buddhist robe and he has books and pots next to him. A figure across the river observes the monk, but they are separated by a river with a bridge. The forest is painted in green and brown with a loose, less-defined painting style, while the figures have more details added.","Signed by Qian Gu and impressed with 4 artist seals.  The title frontispiece is by the calligrapher Lu Shidao (1517-?).  There are colophons by the following: Wang Guxiang (1501-1568), Xu Jiang, Zhang Xianyi, Zhang…												

													Signed by Qian Gu and impressed with 4 artist seals.  The title frontispiece is by the calligrapher Lu Shidao (1517-?).  There are colophons by the following: Wang Guxiang (1501-1568), Xu Jiang, Zhang Xianyi, Zhang Fengyi (1527-1613), Wang Shizhen (1526-1590), Wen Jia (1501-1583), Peng Nian (1505-1566), and Gu Wenbin (1811-1889).  The scroll has numerous collector's seals.												
Read More +",Gift of Sandy and Cécile Mactaggart
2005.5.386,Embroidered Cream Silk Circular Fan,https://search.museums.ualberta.ca/21-19608,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_386_ve_s20-02v01.jpg,fan,Qing 19th century,gold wrapped silk thread; silk; silk floss; braided thread; ivory; metal wire; embroidery,overall: 45 cm x 28.4 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.213,Purple Silk Informal Winter Robe for a Woman,https://search.museums.ualberta.ca/21-19435,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_213_ve_s20-02v01.jpg,robe,Qing 19th century,purple silk damask with black silk satin border embroidered with silk and metal-wrapped threads,overall: 133 cm x 182 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.9.1,Album Leaf from Album of Landscapes,https://search.museums.ualberta.ca/21-20497,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_009_001_s21-10v01.jpg,album leaf,Qing 17th-18th centuries,ink and colour on paper,overall: 3.3 cm x 16.8 cm x 26.6 cm; image: 16 cm x 9.9 cm,Yao Song,,,Gift of Sandy and Cécile Mactaggart
2005.5.350,Two Gilt Metal Mirrors from a Guard's Uniform,https://search.museums.ualberta.ca/21-19572,https://media.museums.ualberta.ca/UAAC/full/2005/05_005_350s03v01.jpg,mirror,Qing 19th century,brass; silk; silver,overall:,unknown,,,Gift of Sandy and Cécile Mactaggart
2010.20.1.4.1,"Magnificent Record of the Southern Tours, volumes 19, chapters 47-48",https://search.museums.ualberta.ca/21-23697,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_004_001_s20-02v01.jpg,book,,"printed woodblock, thread binding",overall: 29.8 cm x 20.5 cm,Gao Jin,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volumes 19, Chapter 47-48. Hefang [River conservation]. Woodblock printed, thread binding.",,Gift of Sandy and Cécile Mactaggart
2005.5.385.1,Embroidered Cream Silk Sleeve Band,https://search.museums.ualberta.ca/21-20837,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_004_001_s20-02v01.jpg,sleeve band,Qing 18th century,cotton; silk floss; silk satin; mat board; embroidery,overall: 105.7 cm x 8.8 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.1.1.3,Album Leaf from Illustrations of Costumes from the Qianlong Court,https://search.museums.ualberta.ca/21-20148,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_003_ve_s21-03v01.jpg,album leaf,Qing 18th century,ink; silk; paper,sheet: 42.2 cm x 40.8 cm; image: 31.7 cm x 34.2 cm,"Huang Dao; Men Yingzhao; Jiang Renshu, and others","This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the left right leaf of one folio (attached to 2004.19.1.3 2), which depicts a red pleated skirt. The Chinese script describes the pictorial content of the painting and is translated as ""illustration of Summer court skirt chaoqun for the Empress Dowager and Empress.""","皇太后 皇后夏朝裙圖 Translation of the Chinese text: ""Illustration of Summer court skirt chaoqun for the Empress Dowager and Empress""
On the reverse of the piece ""(65)"" is written by hand in pencil on the… 

													皇太后 皇后夏朝裙圖 Translation of the Chinese text: ""Illustration of Summer court skirt chaoqun for the Empress Dowager and Empress""
On the reverse of the piece ""(65)"" is written by hand in pencil on the upper left corner.  Below the pencil number there is a black ink marking composed of three short vertical lines and one horizontal line. 
Read More +",Gift of Sandy and Cécile Mactaggart
2005.5.539,Embroidered Silk Vest for a Women,https://search.museums.ualberta.ca/21-19761,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_539_ve_s19-12v01.jpg,vest,Qing 19th century,purple silk damask with black silk satin facings embroidered with silk,overall: 77.5 cm x 82.7 cm; neck to hem: 77.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.503,Two Embroidered Blue Silk Fragmentary Panels,https://search.museums.ualberta.ca/21-19725,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_539_ve_s19-12v01.jpg,panel,Qing 19th century,silk; silk damask; silk floss; silk jacquard; silk satin; embroidery,,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.72.5,Album Leaf from Figures in River Landscapes,https://search.museums.ualberta.ca/21-20439,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_072_005_s21-03v01.jpg,album leaf,Qing 18th century,ink and colour on paper,,Wang Gai,"This is the fifth leaf from the Figures in River Landscape album by Wang Gai (1677-1705), which is painted with ink and colour on paper. Each leaf contains a landscape, which was painted in situ by Wang Gai. Repeating themes throughout the album include figures immersed in the natural environment, which reflects the literati’s yearning and nostalgia.
In this scene, a solitary man sits under a thatched hut along the bank of the river. The landscape appears quite barren, aside from a large tree shading the hut.",,Gift of Sandy and Cécile Mactaggart
2010.20.1.7.3,"Magnificent Record of the Southern Tours, volume 39, chapters 97-98",https://search.museums.ualberta.ca/21-23717,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_007_003_s20-02v01.jpg,book,,"printed woodblock, thread binding",overall: 29.8 cm x 20.5 cm,Gao Jin,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 39. Chapters 97-98. Mingsheng [Famous sights]. Woodblock printed, thread binding.",,Gift of Sandy and Cécile Mactaggart
2005.5.227,Embroidered Silk Gauze Roundel,https://search.museums.ualberta.ca/21-19449,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_227_ve_s19-12v01.jpg,roundel,Ming 15th century,silk floss; silk gauze,overall:,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.508,Embroidered Pink Silk Sleeve Bands,https://search.museums.ualberta.ca/21-19730,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_508_s19-12v01.jpg,sleeve band,Qing 19th century,gold wrapped silk thread; silk; silk brocade ribbon; silk damask; silk floss; silk satin; embroidery,overall: 65.7 cm x 39.4 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.11.6,One Scroll from Peach Blossom Spring,https://search.museums.ualberta.ca/21-20453,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_011_006_s21-10v01.jpg,hanging scroll,Qing 18th century,ink and colour on silk,,Yuan Jiang,,,Gift of Sandy and Cécile Mactaggart
2010.20.1.4.4,"Magnificent Record of the Southern Tours, volumes 22, chapters 53",https://search.museums.ualberta.ca/21-23700,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_004_004_s20-02v01.jpg,book,,"printed woodblock, thread binding",overall: 29.8 cm x 20.5 cm,Gao Jin,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volumes 22, Chapter 53. Hefang [River conservation]. Woodblock printed, thread binding.",,Gift of Sandy and Cécile Mactaggart
2010.21.5.1,Left Panel from Pair of Dark Blue Brocade Panel,https://search.museums.ualberta.ca/21-24286,https://media.museums.ualberta.ca/UAAC/fullres/2010/2010_021_005_001_re_s23-01v01.jpg,panel,Qing 19th-20th centuries,Dyed silk brocade with glazed gilt wood frame,overall: 161.4 cm x 54.4 cm x 2.7 cm,unknown,"Left panel from a pair of dark blue silk brocade panels with a design of a flower vase and pendants at the top of the panel, followed by a five-clawed dragon, a round flower and lingzhi medallion and a pair of lion dogs flanking a pavillion on the bottom.",,Gift of Sandy and Cécile Mactaggart
2004.19.15.2,Box for Southern Inspection Tour,https://search.museums.ualberta.ca/21-20521,https://media.museums.ualberta.ca/UAAC/bfw/2004/2004_019_015_002_side_B_s20-02v01.jpg,box,Qing 18th century,lacquer,overall: 16.4 cm x 75.6 cm x 16.9 cm,unknown,"This carved red lacquer box was made to store the Qianlong Emperor’s Southern Inspection Tour, Scroll Two (2004.19.15.1) by Xu Yang. The case, which has a sliding top panel and four sides, is carved with dragons and other imperial designs. The removable top panel is decorated with two dragons and a recessed rectangular space, impressed with the handscroll’s title (nan xun tu), and rocks and waves below. Two panels on both of the box’s long sides are ornamented with two dragons facing toward a flaming pearl in the center. There are small panels on either short end of the box, each with an imperial front-facing dragon, surrounded by clouds, waves, and rocks, which is typical for the period.",The original cinnabar storage box is incised with title of painting.,Gift of Sandy and Cécile Mactaggart
2005.5.607.1,Front Panel of a Rank Badge for a Fifth Rank Civil Official,https://search.museums.ualberta.ca/21-20764,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_607_001_ve_s19-12v01.jpg,rank badge,Qing 19th century,silk floss; silk gauze; silk satin; embroidery,,unknown,"Qing Period (1644-1911), Fifth Rank Civil Official (Silver Pheasant)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",,Gift of Sandy and Cécile Mactaggart
2005.5.80,Blue Silk Brocade Dragon Robe for a Man,https://search.museums.ualberta.ca/21-19302,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_080_ve_s21-03v01.jpg,robe,Qing 19th century,blue silk satin brocaded with metal-wrapped threads and silk,overall: 137 cm x 214.5 cm; neck to hem: 137 cm; cuff to cuff: x 214.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
