Subject,Predicate,Object,ObjectLabel
F1919.133,制作时间,1575-1725,date
S2003.8.135,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1975,对象类型,Print,type
nan,标题,John Calvin Ferguson Portrait Images,title
F1916.641,标题,"Brocade, silk. A sample",title
S2003.8.1468,制作时间,1906,date
S2003.8.1647,标题,"The Great Minister (Daijin) Takenouchi no Sukune (or Takeshiuchi no Sukune), from the seriesGekkō's Miscellany (Gekkō zuihitsu)大臣武内宿称",title
S2018.2.83,标题,Simmon: A Private Landcape (#2),title
F1905.262,制作时间,16th century,date
FSC-P-5711,标题,Sherd,title
S2003.8.2900,对象类型,Print,type
F1898.1a-d,制作时间,19th century,date
S2003.8.1011,制作时间,1930's,date
FSC-P-4940,对象类型,Vessel,type
F1931.3,标题,Horses and Grooms Crossing a River,title
S1995.26,捐赠来源,Gift of Lois Conner in honor of her Parents,donor
nan,标题,Jolo: Reviewing stand and audiences,title
FSC-P-5776,制作时间,15th-17th century,date
S2003.8.1672,标题,Umbrellas,title
S2003.8.2999,制作时间,"October 19, 1876",date
S2003.8.336,标题,Between Acts 幕間,title
FSC-P-6413,制作时间,15th-17th century,date
S2003.8.1919,标题,Crow perched on branch,title
S2019.6.4,对象类型,Photograph,type
S2003.8.178a-b,制作时间,1894-1895,date
FSC-P-6303,对象类型,Vessel,type
S2003.8.1397,对象类型,Print,type
S2003.8.2793,标题,"Saigyō and the Cherry Tree, from the series One Hundred Nō Plays",title
S2003.8.3264,标题,"Crow and Ginkgo Leaves, from the seriesSeitei's Flowers and Birds",title
F1931.4,对象类型,Painting,type
FSC-P-4979,对象类型,Vessel,type
S2003.8.1848,标题,Hen and two chicks,title
FSC-P-4305,对象类型,Vessel,type
nan,标题,"Tokyo: Shiba, Tokugawa family mausolea inside entrance gate",title
S2003.8.1841,制作时间,ca. 1910,date
F1896.36,制作时间,1878,date
S2003.8.2682,标题,Minister of the Interior Shigemori from the seriesOne Hundred Roles of Ichikawa Danjūrō (Ichikawa Danjūrō engei hyakuban)「内府重盛」　『市川団十郎演芸百番』,title
F1937.8,捐赠来源,Purchase — Charles Lang Freer Endowment,donor
S2015.28.7,对象类型,Sculpture,type
FSC-P-4386,标题,Fragment of a bowl,title
S2003.8.3273,制作时间,1916,date
S2003.8.1996,标题,Goose By Moon,title
S2003.8.1363,标题,Great Victory of our armed forces at the battle of Pyongyang,title
S2003.8.3318a-b,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2353,制作时间,1924-1935,date
S2003.8.3805,捐赠来源,Robert O. Muller Collection,donor
F1887.20,捐赠来源,Gift of Charles Lang Freer,donor
nan,标题,[Western and Japanese women with children],title
S2003.8.799,制作时间,1933/12,date
nan,标题,Jolo: Moro warriors perform,title
S2003.8.3216,捐赠来源,Robert O. Muller Collection,donor
FSC-P-6500,制作时间,15th-17th century,date
S2017.57.9,捐赠来源,The Alice S. Kandell Collection,donor
S2003.8.820,标题,Okayama Castle,title
FSC-P-5046,捐赠来源,Gift of Victor and Takako Hauge,donor
S1987.900,制作时间,mid 10th century,date
F1908.14a-b,制作时间,"Painted in 1881, reworked in 1907",date
S2003.8.2728,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2719a-c,对象类型,Print,type
S2003.8.2914,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1974,制作时间,1900s,date
S2003.8.935,对象类型,Print,type
F1906.218b,对象类型,Frame,type
nan,标题,Series 2: Small Prints,title
S2003.8.3587,标题,Evening at Itoigawa,title
S2003.8.1405,标题,Crane Flying,title
F1901.84,捐赠来源,Gift of Charles Lang Freer,donor
F1916.689,标题,Box,title
FSC-GR-705.5,制作时间,"1855, 7th month",date
S2003.8.3575,捐赠来源,Robert O. Muller Collection,donor
nan,标题,298 Girls showing the back style,title
S2003.8.47,制作时间,1916,date
F1893.58,标题,The Piano,title
S2003.8.1722,制作时间,ca. 1904,date
S2003.8.1511,捐赠来源,Robert O. Muller Collection,donor
F2021.4.45a-g,对象类型,Painting,type
S2003.8.2280,制作时间,late 19th-early 20th century,date
S2021.5.547a-c,对象类型,Print,type
F1944.14,捐赠来源,Purchase — Charles Lang Freer Endowment,donor
FSC-P-4313,捐赠来源,Gift of Mr. and Mrs. Victor Hauge,donor
FSC-P-4927,制作时间,15th-17th century,date
F1906.266-267,制作时间,17th century,date
S2003.8.639,制作时间,1921,date
FSC-P-3903,标题,Bowl or dish (fragment),title
S2003.8.3012,捐赠来源,Robert O. Muller Collection,donor
FSC-P-5372,制作时间,15th-17th century,date
FSC-P-6637,对象类型,Vessel,type
S2003.8.2713,标题,Ichikawa Udanji,title
S2003.1,捐赠来源,Gift of Mr. and Mrs. Wellington Tu Wang,donor
S2003.8.275,对象类型,Print,type
S2003.8.3433,标题,Matsumoto Koshiro As Sekibe In ‘Sekinoto’,title
S2003.8.1640,对象类型,Print,type
FSC-P-6348,对象类型,Vessel,type
S2003.8.457,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3833.59,捐赠来源,Robert O. Muller Collection,donor
S1986.44.1,捐赠来源,"Purchase — Smithsonian Unrestricted Trust Funds, Smithsonian Collections Acquisition Program, and Dr. Arthur M. Sackler",donor
S2003.8.264,标题,"Brazier, from the series Twelve Figures of Modern Beauties 新美人十二姿　炬燵",title
S2003.8.3238,制作时间,1936,date
F1902.8,制作时间,18th-19th century,date
F1953.35,标题,Landscape with animals,title
S2003.8.2250,制作时间,late 19th-early 20th century,date
S2019.3.1431,捐赠来源,Purchase and partial gift of the Kenneth and Kiyo Hitch Collection from Kiyo Hitch with funds from the Mary Griggs Burke Endowment,donor
S2003.8.2784,制作时间,20th century,date
S2003.8.470,标题,"Moonrise, Nezu Gongen shrine",title
F1911.230,捐赠来源,Gift of Charles Lang Freer,donor
S1999.7,标题,Mask of the deity Panjurli,title
S1987.708,制作时间,20th century,date
S2003.8.999,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3436,捐赠来源,Robert O. Muller Collection,donor
FSC-P-5748,对象类型,Vessel,type
S2003.8.1046,制作时间,ca. 1936,date
S2013.2.27,对象类型,Jewelry and Ornament,type
F1966.4,对象类型,Painting,type
F2017.7,标题,Rank badge – double phoenix,title
S2020.5.17,制作时间,mid 18th century,date
S2003.8.3651,标题,Spring Scene,title
F1915.302,捐赠来源,Gift of Charles Lang Freer,donor
S2003.8.56,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1802,对象类型,Print,type
FSC-P-5797,对象类型,Vessel,type
S2003.8.1367,对象类型,Print,type
F1901.115a-b,对象类型,Container,type
S2003.8.1549,捐赠来源,Robert O. Muller Collection,donor
nan,标题,Manila: SS Manchuria arriving in Manila Bay,title
S2003.8.3381,捐赠来源,Robert O. Muller Collection,donor
S2023.11.6,标题,Winter crow on an old tree 寒鴉古木図,title
S1986.40,制作时间,1558 (966 A.H.),date
S2003.8.2354,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1462,制作时间,late 19th-early 20th century,date
S2003.8.3551,标题,Bamboo Woods,title
S2003.8.1162,制作时间,1880,date
S1987.47a-b,对象类型,Vessel,type
S2019.3.1936.1-10,捐赠来源,Purchase and partial gift of the Kenneth and Kiyo Hitch Collection from Kiyo Hitch with funds from the Mary Griggs Burke Endowment,donor
F1963.2,标题,Willows and birds,title
S2003.8.2755,标题,The Appearance of Shyness (Hatsukashisō) from the seriesThirty-two Fashionable Physiognomies (Tōsei sanjūnisō)「はつかし想」 『当勢三十二想』,title
FSC-P-6426,制作时间,15th-17th century,date
F1898.461,标题,"Tea bowl, named Shoki",title
S1987.644,捐赠来源,Gift of Arthur M. Sackler,donor
S2003.8.2234,捐赠来源,Robert O. Muller Collection,donor
S1990.72,制作时间,19th century,date
FSC-P-5342,捐赠来源,Gift of Victor and Takako Hauge,donor
F1904.26,标题,Water pot of lotus-bud form,title
FSC-P-4350,制作时间,11-13th century,date
S2003.8.475,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1862,捐赠来源,Robert O. Muller Collection,donor
S2015.28.12.1,制作时间,19th century,date
nan,标题,Disassembled album of photographs compiled by Benjamin Smith Lyman,title
FSC-P-3459,标题,Pottery: Unidentified form,title
F1981.28,对象类型,Costume and Textile,type
S2003.8.108,捐赠来源,Robert O. Muller Collection,donor
F1911.198,标题,The Wangchuan Villa,title
S2003.8.2720,制作时间,1895,date
F1905.177,标题,Chelsea,title
FSC-P-4913,标题,Sherd,title
S2003.8.1920,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3742.16,标题,"Album of woodblock prints, Volume 16 from a set of 17 volumes labeled as ""Panels.""",title
S2003.8.1075,对象类型,Print,type
FSC-P-6421,对象类型,Vessel,type
S2003.8.1548,捐赠来源,Robert O. Muller Collection,donor
FSC-P-4352,对象类型,Vessel,type
F1923.6,标题,An episode from the story of Layla va Majnun,title
FSC-P-2787,对象类型,Vessel,type
S2003.8.3157,对象类型,Print,type
S2003.8.3756,标题,Album of woodblock prints,title
FSC-T-48a-c,捐赠来源,"The Kinsey Chanoyu Collection, Gift of Gregory Kinsey",donor
S2012.9.2924,对象类型,Sculpture,type
FSC-P-4411,捐赠来源,Gift of Mr. and Mrs. Victor Hauge,donor
S1987.131,制作时间,1st century BCE-1st century CE,date
S2003.8.1175,标题,Before Tarō Inari Shrine at the Asakusa Ricefields 浅草田圃太郎稲荷前,title
nan,标题,Dolphur and Lotus Garden History and background Information,title
S2003.8.2585,对象类型,Print,type
S2003.8.2514,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2790.2,标题,"Suehirogari, from the series Fifty Kyogen Plays",title
nan,标题,Portrait of a Woman,title
F1973.4,制作时间,12th century,date
S2003.8.2235,对象类型,Print,type
S2003.8.1121,制作时间,1881,date
S2003.8.3786,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3251,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3752.28,捐赠来源,Robert O. Muller Collection,donor
FSC-GR-705.3,捐赠来源,Gift of Victor and Takako Hauge,donor
FSC-M-67,对象类型,Sculpture,type
F1905.324,制作时间,late 18th to early 19th century,date
S2003.8.3833.18,制作时间,1950-1956,date
S2003.8.289,制作时间,1928,date
F1905.310,标题,Jun-ware bowl,title
S1987.667,制作时间,ca. 1300-1050 BCE,date
S2003.8.1421,对象类型,Print,type
S2003.8.1646,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3099,对象类型,Print,type
F1934.28,对象类型,Manuscript,type
F1911.509,对象类型,Vessel,type
S1998.7,标题,"Folio from a Qur'an, sura 72:17-24",title
FSC-P-4459,标题,Fragment of an unidentifiable vessel,title
S2003.8.2703,对象类型,Print,type
F1893.82,制作时间,ca. 1873-1875,date
S2013.2.45,制作时间,early 1st century,date
S2003.8.3263,对象类型,Print,type
S2003.8.3508,标题,"Edo Castle, from the seriesTwelve Scenes of Tokyo東京拾二題 旧本丸",title
F1905.322,捐赠来源,Gift of Charles Lang Freer,donor
S1995.74,制作时间,1993,date
S2003.8.613,对象类型,Print,type
S2003.8.52a-c,标题,Lt. Tojo Scouting To Explore The Road Near Weihaiwei,title
S2003.8.2034,捐赠来源,Robert O. Muller Collection,donor
S2003.8.360,对象类型,Print,type
F1916.678,对象类型,Costume and Textile,type
F1953.28,制作时间,1639,date
S2003.8.72,对象类型,Print,type
FSC-P-6336,制作时间,15th-17th century,date
S2003.8.2929,捐赠来源,Robert O. Muller Collection,donor
FSC-GR-780.99.1-2,捐赠来源,"Purchase, The Gerhard Pulverer Collection — Charles Lang Freer Endowment, Friends of the National Museum of Asian Art and the Harold P. Stern Memorial fund in appreciation of Jeffrey P. Cunard and his exemplary service to the Museum as chair of the Board of Trustees (2003-2007)",donor
S2020.5.8,制作时间,late 16th-early 17th century,date
nan,标题,Series 4: Medium Prints,title
S2003.8.839,标题,"Keyblock print for Jogakura, Hakkoda, from the series Collection of scenic views of Japan, Eastern Japan edition",title
S2003.8.2317,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3666,制作时间,1871,date
FSC-GR-705.26,标题,No. 26 Nissaka: Distant View of Mukenzan from Sayononakayama from the series Pictures of Famous Places of the Fifty-three Stations,title
S2003.8.2790.27,捐赠来源,Robert O. Muller Collection,donor
FSC-P-4524,捐赠来源,Gift of Mr. and Mrs. Victor Hauge,donor
S2003.8.3509,标题,"Hirakawa Bridge, from the seriesTwelve Scenes of Tokyo東京拾二題 平河橋",title
S2003.8.3752.26,对象类型,Print,type
F1954.2,捐赠来源,Purchase — Charles Lang Freer Endowment,donor
S2003.8.3055,捐赠来源,Robert O. Muller Collection,donor
S2003.8.64,制作时间,1937,date
S2003.8.73,对象类型,Print,type
S2003.8.1620,标题,America,title
F1917.435,制作时间,ca. 1917,date
S2003.8.508,捐赠来源,Robert O. Muller Collection,donor
S2003.8.239,对象类型,Print,type
S2003.8.2707,标题,Cat Of Okazaki (Okazaki Neko) from the series One Hundred Roles of Baikō (Baikō hyakushu no uchi) 「岡崎猫」　『梅幸百種之内』,title
F1993.15.25,捐赠来源,Anonymous gift,donor
FSC-P-4959,标题,Sherd,title
F1887.4,对象类型,Print,type
S2003.8.2822,标题,"Lady Aoi, from the series One Hundred Nō Plays",title
F1908.27b,对象类型,Frame,type
S1997.27,对象类型,Sculpture,type
FSC-P-5421,捐赠来源,Gift of Victor and Takako Hauge,donor
S2003.8.373,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1826,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2388,捐赠来源,Robert O. Muller Collection,donor
S2003.8.106,捐赠来源,Robert O. Muller Collection,donor
F1911.403,制作时间,late 18th to early 19th century,date
F1917.435,捐赠来源,Gift of Charles Lang Freer,donor
F1909.696,标题,"Winged scarab form: a modern mounting, in imitation of the traditional form",title
S2007.33,标题,Wall hanging,title
S1986.46,制作时间,circa 1540,date
FSC-P-5027,制作时间,15th-17th century,date
FSC-P-6475,标题,Sherd,title
FSC-P-5710,制作时间,15th-17th century,date
F1930.67,对象类型,Manuscript,type
S2003.8.485,制作时间,"1863, 7th month",date
F2016.20.3a-c,制作时间,15th century,date
FSC-P-4515,捐赠来源,Gift of Mr. and Mrs. Victor Hauge,donor
S2003.8.1891,制作时间,1900s,date
S2003.8.1299,对象类型,Print,type
S2003.8.3001,对象类型,Print,type
S2003.8.2866,捐赠来源,Robert O. Muller Collection,donor
F1905.273,捐赠来源,Gift of Charles Lang Freer,donor
F1898.468a-b,捐赠来源,Gift of Charles Lang Freer,donor
S2021.1.12,标题,Behind the scenes at the theater 劇場楽屋組上,title
F1977.20,标题,Plate,title
S2003.8.1179,对象类型,Print,type
F1907.83,捐赠来源,Gift of Charles Lang Freer,donor
S2018.32,对象类型,Sculpture,type
F1906.29,捐赠来源,Gift of Charles Lang Freer,donor
S2003.8.957,对象类型,Print,type
F2006.5,捐赠来源,Purchase — Charles Lang Freer Endowment,donor
S2003.8.761,制作时间,1931,date
S2003.8.2446,制作时间,1902,date
FSC-O-49,对象类型,Natural Material,type
S2003.8.760,标题,Snow at Shiba Park,title
S2003.8.3774,标题,Process book: Sailboats at anchor at night with lanterns burning,title
F2021.4.25.1a-l,捐赠来源,"The Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles",donor
F1990.5,标题,Poem on Lingyan Temple in running script,title
F1961.33a-b,捐赠来源,Gift of Eugene and Agnes E. Meyer,donor
S2003.8.422,对象类型,Print,type
F1916.635,制作时间,19th century,date
S2006.11,捐赠来源,Gift of Guido Goldman,donor
FSC-P-5005,标题,Sherd,title
F1904.37a-c,捐赠来源,Gift of Charles Lang Freer,donor
S2003.8.2901,捐赠来源,Robert O. Muller Collection,donor
S2003.8.591,标题,"Autumn in Koshiji, from the series Souvenirs of Travels, First Collection 旅みやげ第一集　秋の越路",title
F1980.109,标题,Landscape,title
FSC-P-5400,制作时间,15th-17th century,date
S2003.8.609,标题,"Afternoon at Nino Bridge, Azabu, from the series Twelve Months of Tokyo",title
F1902.101,捐赠来源,Gift of Charles Lang Freer,donor
F2019.5.1a-j,标题,"White Raku tea bowl, named Hekidō",title
S2003.8.3731,制作时间,"September 3, 1894",date
FSC-P-4891,捐赠来源,Gift of Victor and Takako Hauge,donor
F1897.20,制作时间,late 19th century,date
S2003.8.1239,标题,"Snow scene beneath the embankment at Mimeguri shrine, Mukojima",title
FSC-P-6991a-h,制作时间,19th century,date
S2021.5.555a-c,制作时间,ca. 1834-1835,date
S1992.7,制作时间,1821-1850,date
S2003.8.42,制作时间,ca. 1916,date
S2013.2.4,对象类型,Architectural Element,type
S2017.46.1-2,制作时间,19th-mid 20th century,date
S2003.8.218,制作时间,1929/7,date
S2003.8.2842,捐赠来源,Robert O. Muller Collection,donor
F1939.59,捐赠来源,Purchase — Charles Lang Freer Endowment,donor
S2013.2.21,标题,Jug with encircling linear ornament on shoulder and zoomorphic handle,title
S2003.8.2678,对象类型,Print,type
S2003.8.3420,对象类型,Print,type
S2003.8.3833.37,对象类型,Tool and Equipment,type
S2003.8.1235,标题,Silent shadows at Ushigome-mitsuke,title
FSC-P-6525,制作时间,15th-17th century,date
S2003.8.2458,标题,Woman Standing,title
FSC-P-4415,对象类型,Vessel,type
S2003.8.1995,对象类型,Print,type
F1998.76.82,制作时间,1972,date
S2003.8.3752.24,对象类型,Print,type
S2003.8.3802,标题,Nakamura Shikan IV as Keyamura Rokusuke in the play Vendetta at Hikosan(Katakiuchi chikai no Hikosan)「復讐誓彦山　毛谷村六助　中村芝翫」,title
S2003.8.3772,制作时间,20th century,date
FSC-P-6327,捐赠来源,Gift of Victor and Takako Hauge,donor
F1905.175,捐赠来源,Gift of Charles Lang Freer,donor
S2003.8.1815,对象类型,Print,type
FSC-P-4466,对象类型,Vessel,type
S2003.8.3208,制作时间,ca. 1917-1923,date
S2003.8.825,标题,"Owani hot spring (Aomori prefecture), trial print, from the series Collection of scenic views of Japan, Eastern Japan edition",title
S2003.8.1246,捐赠来源,Robert O. Muller Collection,donor
FSC-P-6334,捐赠来源,Gift of Victor and Takako Hauge,donor
F1997.8,制作时间,ca. 1660-1670,date
F1917.147,标题,Long strip of cut-velvet silk to make chair covers,title
S2003.8.1551,对象类型,Print,type
S2003.8.1813,标题,Flowering plum and moon,title
S2003.8.1486,制作时间,April 1895,date
S2003.8.1580,对象类型,Print,type
S2003.8.2069,制作时间,1930s,date
S2003.8.2443,对象类型,Print,type
S2015.27,捐赠来源,Gift of Elizabeth B. Moynihan in honor of Milo Cleveland Beach,donor
S2003.8.379,对象类型,Print,type
F1992.57,捐赠来源,Purchase — Charles Lang Freer Endowment,donor
F1944.41,捐赠来源,Purchase — Charles Lang Freer Endowment,donor
S2003.8.3539,制作时间,1935,date
FSC-P-6297,对象类型,Vessel,type
S2003.8.355,捐赠来源,Robert O. Muller Collection,donor
S2021.5.368a-c,标题,Fudō Myōō threatens Yūten Shōnin with his sword 月岡芳年筆 不動明王祐天上人図,title
S2003.8.697,捐赠来源,Robert O. Muller Collection,donor
FSC-P-6551,标题,Sherd,title
S1995.25a-e,对象类型,Photograph,type
nan,标题,Album of photographs of Nikko,title
nan,制作时间,[1895],date
S2012.9.1567,对象类型,Jewelry and Ornament,type
FSC-P-6478,标题,Sherd,title
S2019.3.822,对象类型,Print,type
F1907.38a-b,对象类型,Vessel,type
F1911.156g,制作时间,1644-1911,date
S2003.8.3664,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1646,制作时间,ca. 1896-1897,date
S2003.8.2291,标题,Hiroo,title
FSC-P-6727,对象类型,Unclassified,type
S2003.8.1905,制作时间,1900s,date
F1899.36,标题,Kenzan-style food bowl with design of pine trees,title
FSC-A-28,捐赠来源,"Gift from Mrs. Myron Bement Smith, from the collection of Myron Bement Smith",donor
S2003.8.2790.4,对象类型,Print,type
S1995.150,捐赠来源,Anonymous gift,donor
S1987.48,标题,Ritual cauldron (ding) with masks (taotie) and dragons,title
S2003.8.2874,标题,"Yumi yawata, from the series One Hundred Nō Plays",title
nan,标题,Hawaiian Women,title
F2020.1.4,制作时间,12th century,date
S2003.8.1309,制作时间,1904/3/20,date
S2003.8.1092,制作时间,1930,date
F1939.73a-c,对象类型,Container,type
S2003.8.3833.10,标题,"Chisel (san-katu to), from a set of tools for carving blocks and printing wood-block prints",title
FSC-P-4493,标题,Fragment of an unidentifiable vessel,title
nan,标题,Hong Kong: View of Causway Bay from Victoria Peak,title
S2003.8.1183,制作时间,1881,date
S2003.8.2261,对象类型,Print,type
S2003.8.970,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3833.26,标题,"Sharpening stone, from a set of tools for carving blocks and printing wood-block prints",title
S2003.8.698,标题,"Horai rock, Kiso river, from the series Souvenirs of travels, third collection",title
S1986.46,对象类型,Manuscript,type
S2003.8.1288,制作时间,December 1894,date
S2003.8.2144,对象类型,Print,type
S2018.1.71,对象类型,Painting,type
S2003.8.3157,标题,Six Geese,title
S2003.8.3604,制作时间,1930,date
FSC-P-5817,制作时间,15th-17th century,date
F1919.43,标题,Axe-shaped tablet,title
S1987.47a-b,标题,"Wine Container (you) with masks (taotie), dragons, and birds",title
S1995.31,制作时间,1985,date
nan,标题,Husking Rice,title
F1948.14,对象类型,Vessel,type
S2019.6.27,制作时间,1998,date
FSC-P-5784,对象类型,Vessel,type
S2003.8.2493,捐赠来源,Robert O. Muller Collection,donor
FSC-P-5355,对象类型,Vessel,type
S2003.8.3754,对象类型,Print,type
S2003.8.3445,捐赠来源,Robert O. Muller Collection,donor
S2004.76,制作时间,mid 19th century,date
F1975.5,制作时间,1670 (?),date
S2020.5.12,制作时间,20th century,date
FSC-P-4304,捐赠来源,Gift of Mr. and Mrs. Victor Hauge,donor
S2003.8.931,标题,Evening rain in Kawarago,title
S2019.6.7.1-20,对象类型,Photograph,type
F1991.9a-h,标题,"Inkstone box, with scene fromThe Tale of Genji, Chapter 10",title
S1992.26,捐赠来源,Gift of Karl B. Mann,donor
S2003.8.3022,对象类型,Print,type
F1945.6,标题,Astrolabe,title
S2003.8.2909,制作时间,"September 20, 1899",date
S2003.8.2607,制作时间,"November 10, 1897",date
FSC-P-4395,捐赠来源,Gift of Mr. and Mrs. Victor Hauge,donor
FSC-P-4438,制作时间,11th-13th century,date
S2003.8.2043,捐赠来源,Robert O. Muller Collection,donor
S2003.8.884,捐赠来源,Robert O. Muller Collection,donor
F1911.596,制作时间,early 19th century,date
F1959.13,捐赠来源,Purchase — Charles Lang Freer Endowment,donor
S2015.28.2,对象类型,Sculpture,type
S2003.8.272,制作时间,1917,date
S2003.8.2536,制作时间,1955,date
S2003.8.2850,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2191,对象类型,Print,type
S2003.8.3794,对象类型,Print,type
S2003.8.977,标题,Mount Fuji from Mito,title
S2012.9.1903.1-2,制作时间,18th-19th century,date
S2003.8.210,标题,"Dokan-yama, from the seriesTrue Pictures of Famous Places in Tokyo",title
S1990.79a-i,对象类型,Sculpture,type
FSC-P-4947,制作时间,15th-17th century,date
S2019.3.1932,制作时间,1958,date
F1908.249,标题,Silk and wool rug. Four mats joined together,title
nan,标题,"Notebook 5 Trip to Jordan and Israel [located Box 15, Folder 1]",title
S2003.8.2996,制作时间,October 1876,date
F1944.22a-k,对象类型,Container,type
S2003.8.373,标题,Juji Gorge Of Kurabe River,title
S2003.8.1452,捐赠来源,Robert O. Muller Collection,donor
S2013.27a-b,标题,Cup with stand (youring),title
S2013.28.2,制作时间,19th century,date
S2003.8.2742,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2430,捐赠来源,Robert O. Muller Collection,donor
S2003.8.254,捐赠来源,Robert O. Muller Collection,donor
FSC-P-4909,对象类型,Vessel,type
S2003.8.898,制作时间,1935/3,date
F1954.22,捐赠来源,Purchase — Charles Lang Freer Endowment,donor
S1991.23,制作时间,20th century,date
S2003.8.1096,标题,Ichimaru,title
S2003.8.1163,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1808,捐赠来源,Robert O. Muller Collection,donor
S2013.29.2,标题,"Amitabha in Sukhavati Pure Land, from a four-part set of thangkas",title
S2003.8.2285,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3739.1,对象类型,Print,type
S2003.8.2068,对象类型,Print,type
S2003.8.3473,对象类型,Print,type
FSC-P-4543,对象类型,Vessel,type
nan,标题,Photo album of Cairo Minarets,title
S2003.8.3525,捐赠来源,Robert O. Muller Collection,donor
S2003.8.629,制作时间,1921,date
S2003.8.1382,标题,Viewing autum leaves,title
FSC-P-5001,制作时间,15th-17th century,date
FSC-P-6571,对象类型,Vessel,type
nan,标题,"(71) Pretty factory girls decorate cheap pottery for the foreign markets, Kyoto, Japan",title
S2003.8.1333,标题,Saikyōmaru fighting at Kaiyōtō,title
FSC-P-4539,标题,"Jar, fragment of upper shoulder",title
F1916.576a-b,制作时间,1708,date
F1943.1,制作时间,966-977,date
S2003.8.3586,标题,Suiren Marsh at Hakkodasan,title
S2003.8.3752.26,捐赠来源,Robert O. Muller Collection,donor
FSC-P-5375,标题,Fragment of an unidentified vessel,title
S2003.8.2240,对象类型,Print,type
F1997.11,标题,Kuchibeni,title
FSC-P-6618,制作时间,15th-17th century,date
FSC-P-4335,对象类型,Vessel,type
FSC-P-4547,对象类型,Vessel,type
S2003.8.2406,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2840,制作时间,1922-1927,date
S2003.8.1004,标题,Enkaku temple,title
S2003.8.3539,捐赠来源,Robert O. Muller Collection,donor
nan,制作时间,[1960 - ca. 1900],date
F1994.20,制作时间,16th century,date
S2003.8.863,标题,"Night Scene, Kiyosu Bridge",title
S2015.26,对象类型,Sculpture,type
nan,制作时间,1930s -1960s,date
S2017.17.1-2,对象类型,Vessel,type
S2003.8.766,捐赠来源,Robert O. Muller Collection,donor
FSC-P-6996a-g,对象类型,Vessel,type
F2021.3.5.1a-gg-3a-e,制作时间,1279-1368,date
FSC-GR-624a-c,捐赠来源,Gift of Verda M. Larsen,donor
S2019.3.805,标题,Child of Another Person,title
S2012.9.2250,捐赠来源,"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",donor
S2003.8.3246,制作时间,late 19th-early 20th century,date
F1944.24a-h,捐赠来源,Purchase — Charles Lang Freer Endowment,donor
S2003.8.2212,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1111,标题,Okura Bridge in Honjo 本所御蔵橋,title
S1987.669,制作时间,20th century,date
FSC-P-6467,捐赠来源,Gift of Victor and Takako Hauge,donor
S2003.8.2022,捐赠来源,Robert O. Muller Collection,donor
FSC-P-4562,制作时间,11th-13th century,date
FSC-P-6406,制作时间,15th-17th century,date
FSC-P-5816,制作时间,15th-17th century,date
F1916.686j,对象类型,Costume and Textile,type
S2003.8.3109,对象类型,Print,type
F1949.22,捐赠来源,Purchase — Charles Lang Freer Endowment,donor
S1991.14,制作时间,18th-19th century,date
F1919.112,制作时间,16th century,date
S2003.8.3576,标题,Winter in Taguchi,title
S2003.8.3631,对象类型,Print,type
S2003.8.142,标题,Street Scene,title
S2003.8.3833.22,制作时间,1950-1956,date
S2003.8.2377,对象类型,Print,type
FSC-P-4541,捐赠来源,Gift of Mr. and Mrs. Victor Hauge,donor
S2003.8.1189,标题,Summer night at Asakusa Kurama'e 浅草蔵前夏夜,title
nan,制作时间,[1872 or 1873],date
S2003.8.2766a-b,对象类型,Print,type
F1982.27,捐赠来源,Gift of The Honorable and Mrs. Hugh Scott,donor
FSC-P-4557,标题,Fragment of an unidentifiable vessel,title
nan,标题,"Alice Roosevelt arrives at Incheon in Korea, accompanied by American ambassador to Korea, Edwin V. Morgan",title
S2003.8.2120,对象类型,Print,type
F1994.3a-b,标题,Tripod bowl with wooden stand,title
